EmployeeID	Survey	I would recommend my friends or Family to work at TheCompany	I feel engaged in my work.	I believe Leadership cares about the employees at TheCompany	My manager supports me in my role at TheCompany	"TheCompany cares about Diversity, Equity and Inclusion."	I believe there is room for me to grow at TheCompany	I work on interesting projects.	My manager motivates me to work hard.	I am motivated to work hard at TheCompany.	I believe I am recognized for the work I do.	I believe there are good career opportunities for me at TheCompany.	I believe TheCompany is in a great position in the market for the next few years to be succesful.	I plan on staying with TheCompany for at least 2 more years.	I believe I am fairly compensated for my work.	I believe there is little to not politics at TheCompany	I feel comfortable going to someone in leadership if there is an issue.	My values align with the culture at TheCompany	I know what TheCompany values are at TheCompany	I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty	What does TheCompany do well?	What can TheCompany improve?
103286	2023Q2	4	2	4	2	4	4	4	3	1	3	1	4	2	2	4	3	3	3	3		
103287	2023Q2	2	3	1	4	2	4	3	2	2	3	3	5	2	4	2	2	3	1	3		
103289	2023Q2	2	2	4	3	2	4	4	4	2	4	3	3	4	3	3	4	4	3	4		
103290	2023Q2	3	4	2	3	2	2	2	4	1	4	4	1	3	4	2	2	3	4	2		
103291	2023Q2	4	2	4	2	3	4	2	3	3	3	4	3	4	3	2	2	2	2	4		
103294	2023Q2	3	4	3	3	3	2	4	2	4	2	1	3	2	2	4	2	4	4	3		
103298	2023Q2	4	3	3	1	2	4	2	2	3	2	4	2	4	3	2	4	2	1	3		
103299	2023Q2	3	2	4	3	2	3	1	4	3	3	4	2	3	3	4	2	4	3	1		
103300	2023Q2	2	1	3	3	4	4	4	4	4	4	3	2	2	2	4	4	3	4	3		
103304	2023Q2	4	3	4	2	3	3	3	2	4	4	3	2	3	1	4	3	1	4	2		
103307	2023Q2	4	3	3	4	4	3	3	3	2	4	4	3	4	2	3	2	2	3	3		
103308	2023Q2	3	3	3	3	4	3	1	4	4	3	4	2	4	3	2	2	3	2	4		
103314	2023Q2	3	4	3	3	1	3	4	2	4	3	2	4	4	4	1	4	2	1	3		
103318	2023Q2	1	4	4	3	2	2	2	1	4	4	3	1	2	4	5	1	4	3	2		
103319	2023Q2	4	4	2	4	2	3	4	3	4	3	2	4	2	3	2	2	3	2	2		
103320	2023Q2	3	2	3	3	3	2	5	4	2	4	5	4	2	4	4	4	2	4	4		
103322	2023Q2	2	3	4	4	2	2	1	1	4	3	2	4	4	1	3	3	2	4	4		
103324	2023Q2	4	2	2	4	3	3	4	2	4	1	4	4	1	4	4	4	4	1	3		
103327	2023Q2	2	3	3	1	4	2	2	4	3	3	4	4	1	1	3	3	4	4	3		
103329	2023Q2	4	3	3	2	3	4	2	3	3	4	3	2	4	2	1	4	3	4	3		
103331	2023Q2	3	2	3	2	4	4	4	4	3	3	2	4	4	4	1	3	2	4	4		
103332	2023Q2	4	4	2	3	4	1	4	3	2	4	4	2	2	4	2	2	4	3	4		
103334	2023Q2	3	4	3	2	4	2	3	1	2	2	1	3	2	3	2	3	3	4	3		
103335	2023Q2	2	4	2	2	2	4	2	3	3	3	1	4	3	3	3	1	4	1	2		
103338	2023Q2	4	1	3	3	4	3	2	2	4	2	4	2	3	4	2	2	4	4	3		
103339	2023Q2	2	4	3	3	4	3	4	1	2	4	2	1	4	1	2	3	4	2	3		
103341	2023Q2	1	2	2	4	2	4	4	1	3	4	4	1	2	1	4	3	3	4	1		
103343	2023Q2	4	5	3	3	2	3	2	1	2	2	4	2	4	3	3	4	3	4	4		
103344	2023Q2	2	4	2	1	3	1	2	4	3	4	4	2	1	3	4	3	4	4	2		
103345	2023Q2	2	2	4	4	4	4	2	2	4	2	3	4	2	4	4	3	4	4	4		
103346	2023Q2	3	4	2	3	2	2	1	3	3	2	4	3	4	1	4	2	4	1	3		
103347	2023Q2	2	4	2	3	3	2	4	2	4	4	3	1	2	4	3	4	3	3	2		
103348	2023Q2	1	3	3	2	4	2	4	1	1	2	3	4	3	2	3	3	2	4	3		
103349	2023Q2	2	1	3	3	2	4	3	4	3	3	1	4	2	4	3	4	1	4	3		
103351	2023Q2	4	2	4	2	4	4	2	3	2	4	2	2	3	4	1	1	4	4	1		
103354	2023Q2	3	1	4	4	3	2	2	3	4	4	1	3	4	4	3	1	4	1	3		
103355	2023Q2	4	2	1	1	2	2	2	2	4	2	1	3	3	2	4	3	3	2	1		
103356	2023Q2	3	2	1	4	3	4	1	4	2	2	2	3	4	3	4	4	4	1	3		
103358	2023Q2	3	3	4	2	2	3	2	2	3	3	3	4	3	2	4	4	3	3	1		
103359	2023Q2	3	3	4	4	1	4	4	4	2	4	1	2	3	4	4	2	3	2	4		
103361	2023Q2	4	4	3	4	3	4	4	3	4	4	1	2	2	2	3	3	4	4	4		
103362	2023Q2	3	4	3	3	2	4	3	2	4	1	4	3	2	3	2	4	4	3	3		
103363	2023Q2	4	2	4	4	4	4	2	3	3	2	2	3	4	1	3	2	3	4	4		
103366	2023Q2	2	3	1	4	4	1	3	3	1	3	3	4	1	2	4	2	2	2	3		
103367	2023Q2	2	5	4	3	4	4	2	2	3	2	4	5	3	4	4	3	4	3	2		
103368	2023Q2	4	3	4	4	1	5	2	4	4	3	4	3	3	2	4	3	3	3	1		
103369	2023Q2	4	3	2	4	4	4	3	1	2	4	2	4	1	3	3	2	5	3	3		
103370	2023Q2	3	4	4	1	3	4	3	4	2	3	3	4	3	3	2	1	2	4	3		
103376	2023Q2	3	2	4	2	3	3	2	2	4	4	4	1	4	4	2	2	2	3	2		
103378	2023Q2	2	2	3	4	4	4	2	4	4	2	4	4	2	3	5	4	4	4	2		
103379	2023Q2	3	4	2	1	2	2	3	2	3	4	1	4	3	3	2	4	1	2	4		
103384	2023Q2	3	4	2	4	4	1	2	2	4	1	4	2	4	3	2	3	3	3	3		
103386	2023Q2	3	2	3	4	3	3	2	5	2	4	4	4	3	2	2	1	4	3	4		
103392	2023Q2	4	3	4	1	1	3	2	4	2	3	4	3	2	1	4	3	3	3	4		
103393	2023Q2	3	4	1	5	2	4	4	4	3	2	4	2	3	4	2	3	1	3	2		
103394	2023Q2	2	3	1	3	2	2	1	3	3	2	3	4	3	3	3	4	3	4	2		
103395	2023Q2	4	4	3	4	3	3	1	4	4	3	4	4	4	4	4	2	3	2	3		
103398	2023Q2	1	4	3	4	2	2	4	3	4	4	2	3	4	4	2	2	2	2	2		
103404	2023Q2	3	2	1	4	3	4	3	3	4	1	3	4	4	2	3	3	2	4	2		
103406	2023Q2	2	2	3	4	3	2	3	3	3	4	2	1	3	2	3	1	3	1	2		
103407	2023Q2	3	4	3	2	1	2	2	2	3	4	2	4	3	4	4	2	4	4	4		
103408	2023Q2	4	1	3	4	4	3	2	4	2	3	4	3	2	3	3	3	3	4	2		
103409	2023Q2	3	3	1	3	3	4	3	4	4	4	3	3	4	3	4	2	4	4	1		
103414	2023Q2	3	3	2	1	3	2	2	3	4	4	4	4	3	3	4	4	2	4	4		
103415	2023Q2	2	2	2	4	2	4	4	3	4	4	2	4	2	4	3	2	2	2	4		
103416	2023Q2	1	4	1	4	5	2	3	3	2	4	4	4	3	5	2	2	3	3	4		
103421	2023Q2	2	4	3	3	2	3	3	3	2	4	2	4	4	4	4	1	4	2	4		
103424	2023Q2	2	4	4	1	4	4	3	1	3	2	4	4	4	2	1	3	4	3	3		
103425	2023Q2	3	2	3	3	4	2	3	2	2	2	4	3	4	2	4	2	3	4	4		
103426	2023Q2	2	3	4	1	3	4	3	2	4	4	3	4	4	3	2	2	4	1	2		
103428	2023Q2	2	1	4	4	1	3	3	4	2	4	4	4	1	1	2	1	5	4	4		
103430	2023Q2	1	3	4	3	2	4	2	4	4	2	3	4	3	4	2	4	2	4	1		
103431	2023Q2	3	2	2	4	4	2	1	4	3	2	1	2	2	3	3	3	2	4	4		
103432	2023Q2	3	4	4	3	3	3	4	3	4	2	3	3	4	1	4	4	3	4	3		
103437	2023Q2	2	1	3	3	2	3	4	2	2	3	3	4	3	2	4	2	4	2	2		
103438	2023Q2	3	4	3	2	2	4	3	3	4	4	3	2	1	2	3	4	2	4	2		
103439	2023Q2	4	3	4	4	4	4	2	3	3	4	4	3	2	4	4	3	3	4	4		
103440	2023Q2	2	4	2	4	3	4	3	1	1	3	3	4	4	1	2	3	4	1	4		
103442	2023Q2	2	3	2	4	3	2	2	3	4	3	4	2	4	2	4	2	2	2	4		
103443	2023Q2	2	4	4	4	3	4	4	3	3	2	4	3	4	2	3	3	2	2	4		
103444	2023Q2	3	4	3	2	3	3	3	4	1	2	2	3	3	3	2	3	2	2	4		
103445	2023Q2	2	2	2	1	1	3	2	4	3	3	4	5	4	3	3	4	3	4	4		
103447	2023Q2	2	2	4	3	2	2	1	2	2	3	3	3	2	3	2	5	3	1	4		
103449	2023Q2	4	2	4	3	4	2	1	2	2	3	2	2	4	3	1	1	4	3	1		
103450	2023Q2	2	4	4	3	2	2	4	4	2	3	1	2	4	3	1	4	4	3	1		
103451	2023Q2	1	3	1	4	2	4	3	2	3	3	3	4	1	2	4	4	4	2	4		
103452	2023Q2	4	2	4	3	2	4	2	3	1	3	4	2	4	2	2	3	4	4	3		
103453	2023Q2	4	3	2	2	3	3	4	2	4	2	4	3	3	4	2	2	4	4	3		
103454	2023Q2	4	3	4	2	2	3	3	3	1	2	4	2	4	4	2	4	4	2	2		
103457	2023Q2	3	4	2	4	4	4	3	4	4	2	1	3	3	5	4	1	1	3	3		
103462	2023Q2	3	3	3	4	3	4	3	3	4	4	1	2	1	4	2	4	4	2	4		
103463	2023Q2	4	3	4	4	3	3	3	4	4	4	4	3	3	3	3	2	3	3	4		
103465	2023Q2	3	1	1	2	2	2	3	4	3	4	4	4	4	2	4	2	1	4	3		
103469	2023Q2	3	4	4	3	4	3	4	4	4	4	2	4	4	4	3	4	4	4	4		
103470	2023Q2	4	3	3	3	4	4	2	3	4	4	4	5	3	1	3	4	4	3	1		
103471	2023Q2	2	4	2	1	4	1	3	2	1	4	4	4	1	3	4	4	4	1	3		
103472	2023Q2	1	2	4	2	3	2	2	3	4	3	3	3	4	3	4	4	2	4	2		
103473	2023Q2	2	3	4	3	3	1	2	3	4	4	4	3	3	3	4	3	4	3	1		
103474	2023Q2	3	4	2	1	4	3	3	2	3	4	4	3	4	1	4	2	2	3	4		
103476	2023Q2	2	3	4	1	4	4	2	2	4	3	4	2	4	3	2	4	3	4	2		
103478	2023Q2	2	4	4	3	1	4	4	2	4	4	2	2	4	4	4	2	3	4	4		
103481	2023Q2	4	5	1	1	2	4	4	4	4	2	2	3	4	3	2	4	4	4	5		
103482	2023Q2	3	1	4	2	3	3	2	2	1	3	2	3	3	4	4	3	3	2	4		
103484	2023Q2	2	2	1	4	4	4	1	3	4	3	3	2	4	4	2	2	3	4	3		
103485	2023Q2	4	3	4	4	3	1	1	1	4	4	4	3	3	2	3	3	2	4	4		
103488	2023Q2	4	2	2	4	3	3	4	3	3	3	3	2	3	2	4	2	2	4	2		
103491	2023Q2	4	4	4	3	2	3	1	4	4	4	2	5	3	4	3	4	2	1	3		
103492	2023Q2	4	3	4	2	3	4	4	2	4	2	3	4	3	2	3	4	4	4	4		
103493	2023Q2	3	4	3	5	3	3	4	1	3	4	3	3	3	2	5	4	3	1	2		
103495	2023Q2	4	1	4	3	4	2	2	4	1	4	4	4	4	1	3	3	4	1	2		
103497	2023Q2	3	4	2	4	5	4	2	4	3	3	3	4	2	3	3	2	3	3	3		
103498	2023Q2	1	1	4	3	3	4	4	3	4	3	2	2	4	4	2	3	2	2	4		
103499	2023Q2	4	2	4	4	4	3	3	2	3	5	2	4	4	2	4	2	4	2	4		
103500	2023Q2	4	2	4	4	3	3	3	4	4	2	4	4	2	1	3	3	3	4	4		
103501	2023Q2	4	3	3	3	3	1	1	2	2	3	3	3	1	2	1	3	4	4	4		
103504	2023Q2	4	4	2	3	3	4	3	2	4	3	1	3	2	3	3	2	3	4	1		
103505	2023Q2	2	3	3	4	4	3	3	2	3	3	4	3	2	2	3	4	3	4	3		
103506	2023Q2	2	3	2	3	4	4	2	3	3	3	1	3	4	4	3	4	1	4	4		
103507	2023Q2	3	5	1	4	5	3	4	4	4	3	3	4	4	4	4	2	2	2	3		
103509	2023Q2	2	4	4	4	2	2	3	4	2	4	4	2	4	3	4	1	4	1	1		
103510	2023Q2	1	4	1	4	3	3	4	4	4	1	3	2	3	4	3	2	2	3	4		
103511	2023Q2	2	4	2	4	2	3	1	4	2	3	2	4	2	3	3	2	3	3	2		
103512	2023Q2	3	3	4	1	4	3	5	3	4	4	4	1	4	4	4	3	1	2	4		
103513	2023Q2	2	4	4	3	4	4	1	3	2	3	4	3	3	4	3	4	2	4	4		
103516	2023Q2	3	4	3	2	4	2	2	3	2	3	5	3	1	4	4	2	2	4	2		
103517	2023Q2	2	4	1	3	3	4	4	4	4	2	3	3	3	2	3	4	2	4	4		
103518	2023Q2	3	3	3	3	3	4	3	3	1	2	3	3	4	4	3	4	3	1	3		
103520	2023Q2	2	4	2	3	4	4	3	4	3	3	2	3	4	3	4	4	2	1	2		
103521	2023Q2	4	3	3	2	3	2	4	4	2	1	3	4	2	3	4	2	3	1	4		
103523	2023Q2	2	3	3	3	3	2	4	2	4	2	3	4	4	4	2	3	3	4	2		
103524	2023Q2	2	1	3	3	2	3	5	4	4	3	3	3	4	4	3	4	4	2	4		
103525	2023Q2	4	3	3	4	3	2	3	3	4	3	4	4	2	3	3	2	4	2	3		
103526	2023Q2	3	4	2	3	3	3	3	3	4	2	2	2	2	2	1	3	4	3	2		
103527	2023Q2	4	4	2	4	2	3	2	3	3	4	2	4	1	3	4	3	3	4	2		
103530	2023Q2	4	5	3	4	2	2	4	3	2	4	3	4	4	3	2	4	4	4	1		
103533	2023Q2	4	2	4	4	2	3	3	4	2	1	3	4	1	4	4	2	4	5	2		
103534	2023Q2	4	4	4	3	2	1	4	3	2	3	4	4	3	3	3	2	1	1	1		
103536	2023Q2	3	4	4	3	2	4	2	2	3	3	4	3	2	4	2	4	3	3	3		
103537	2023Q2	3	2	4	4	4	4	3	3	3	4	4	2	2	4	3	3	2	4	4		
103538	2023Q2	4	1	4	3	3	4	5	4	4	4	2	1	2	3	3	2	4	2	3		
103540	2023Q2	2	3	4	4	3	2	4	4	4	4	4	2	2	4	2	2	2	4	2		
103541	2023Q2	4	2	3	2	2	4	3	1	4	2	2	3	2	3	3	3	2	2	1		
103542	2023Q2	4	4	4	4	3	4	3	3	3	2	3	3	4	3	3	2	2	2	2		
103543	2023Q2	3	2	4	4	4	3	3	2	3	4	4	3	3	4	3	2	4	4	2		
103544	2023Q2	4	3	1	2	2	2	4	1	2	4	4	3	3	4	3	3	4	4	3		
103545	2023Q2	4	3	2	2	4	4	4	3	2	2	1	2	4	2	3	4	3	2	2		
103547	2023Q2	4	4	1	3	2	3	2	3	4	3	3	4	2	3	2	3	1	1	3		
103548	2023Q2	3	2	4	3	2	4	1	2	2	3	2	4	1	4	4	3	2	1	5		
103549	2023Q2	1	2	2	4	2	1	4	4	4	2	4	3	1	4	4	1	2	4	3		
103550	2023Q2	4	3	2	3	1	3	4	2	4	2	2	4	3	3	2	4	2	4	3		
103551	2023Q2	3	3	4	3	4	3	3	2	4	4	3	4	5	2	3	1	4	4	4		
103552	2023Q2	3	3	2	4	4	4	4	2	1	3	3	4	2	3	2	2	4	4	4		
103554	2023Q2	2	2	3	2	2	2	2	3	1	3	2	3	3	4	2	3	2	4	1		
103555	2023Q2	4	4	4	4	3	2	4	2	3	3	2	4	4	3	3	2	1	1	4		
103556	2023Q2	4	4	3	4	3	3	3	3	3	3	4	4	4	2	3	3	1	4	3		
103559	2023Q2	4	1	2	3	3	4	4	3	1	2	4	4	3	2	4	1	1	1	3		
103560	2023Q2	4	3	2	4	4	2	2	3	2	1	2	4	3	4	1	4	4	4	2		
103562	2023Q2	2	1	4	3	3	4	2	4	4	4	3	3	3	1	4	4	3	2	4		
103563	2023Q2	1	3	3	1	4	2	4	4	2	3	3	4	5	4	1	3	3	3	5		
103565	2023Q2	3	3	4	2	4	2	1	3	3	4	2	4	4	3	4	2	2	4	1		
103566	2023Q2	2	2	3	2	3	4	3	3	2	2	4	4	2	3	2	2	1	4	2		
103569	2023Q2	3	3	4	4	3	4	4	4	3	4	3	4	4	3	3	5	4	4	4		
103571	2023Q2	3	4	2	4	4	3	4	3	2	3	3	4	3	4	3	4	2	2	3		
103572	2023Q2	3	3	3	4	2	3	2	3	4	3	2	4	4	4	3	3	3	4	2		
103573	2023Q2	4	2	2	4	2	4	2	2	3	3	3	2	3	4	3	3	1	3	3		
103574	2023Q2	3	3	5	3	2	3	2	4	4	3	4	4	2	3	3	4	3	1	3		
103575	2023Q2	3	2	2	3	3	2	1	4	4	2	2	3	4	2	2	4	4	4	4		
103576	2023Q2	2	2	2	2	3	4	2	2	4	4	4	2	3	3	2	4	1	2	1		
103577	2023Q2	4	2	2	1	4	2	4	2	4	3	4	3	2	4	3	3	2	3	2		
103578	2023Q2	4	4	4	2	3	4	3	3	4	4	3	4	2	2	1	4	2	4	4		
103579	2023Q2	4	3	2	2	2	2	4	3	3	2	3	3	1	4	4	4	2	4	2		
103583	2023Q2	4	3	2	3	3	4	3	3	3	4	3	3	4	4	4	1	1	4	4		
103587	2023Q2	3	3	4	2	1	4	2	3	3	4	2	2	4	3	1	4	2	3	2		
103588	2023Q2	4	4	4	4	1	3	4	2	1	4	3	4	3	3	3	2	3	2	3		
103591	2023Q2	3	4	3	3	3	4	2	3	4	3	3	2	4	4	4	4	3	4	4		
103592	2023Q2	3	4	4	2	2	1	4	3	3	4	2	4	4	4	3	3	4	2	2		
103593	2023Q2	4	4	4	4	2	3	4	4	1	4	3	4	2	3	2	2	1	2	2		
103594	2023Q2	2	3	3	4	2	4	3	3	4	4	1	4	4	2	2	3	4	3	3		
103596	2023Q2	2	4	3	1	2	3	4	3	4	4	3	1	2	3	4	4	4	4	3		
103597	2023Q2	4	3	2	2	3	4	3	4	4	1	1	3	3	4	4	4	4	3	4		
103598	2023Q2	2	2	4	4	2	3	4	3	3	2	4	4	4	2	4	3	4	4	3		
103599	2023Q2	3	4	3	2	4	1	5	4	3	1	4	3	2	3	3	2	2	5	4		
103601	2023Q2	3	1	4	4	2	3	3	4	4	3	3	3	3	3	3	2	2	4	3		
103602	2023Q2	4	3	4	2	4	4	2	2	4	4	3	4	2	1	4	3	3	4	3		
103603	2023Q2	2	4	1	4	4	4	4	2	1	3	1	3	4	3	4	4	4	1	2		
103604	2023Q2	4	3	2	3	2	2	3	1	4	3	3	2	4	1	3	3	4	1	2		
103605	2023Q2	4	3	4	3	3	3	2	4	2	3	3	4	3	4	3	1	3	4	2		
103606	2023Q2	3	2	4	1	2	2	3	2	3	3	2	2	3	4	4	2	4	4	4		
103607	2023Q2	2	1	2	3	3	2	4	4	2	3	2	1	4	3	2	2	4	4	4		
103610	2023Q2	3	4	3	1	2	2	4	4	4	2	2	4	4	3	3	1	4	1	3		
103614	2023Q2	4	2	4	1	4	4	3	4	2	4	1	4	2	3	3	1	2	2	2		
103618	2023Q2	2	3	2	2	1	3	3	2	4	4	4	2	1	2	2	2	3	2	4		
103619	2023Q2	3	4	4	4	4	3	2	1	3	4	2	3	2	4	3	4	4	3	4		
103620	2023Q2	2	1	4	3	3	4	2	4	2	3	3	4	1	3	1	4	4	3	1		
103621	2023Q2	2	4	4	3	2	4	2	3	4	3	2	1	2	1	1	1	2	5	4		
103622	2023Q2	3	4	3	3	3	1	3	2	3	2	4	3	2	2	1	4	1	4	2		
103623	2023Q2	3	2	4	4	4	4	4	2	4	4	4	2	2	1	4	3	2	2	2		
103624	2023Q2	2	4	4	2	4	3	2	4	1	2	2	4	1	4	2	2	2	2	1		
103625	2023Q2	4	4	3	4	3	4	4	3	3	4	4	4	4	1	3	2	1	3	4		
103626	2023Q2	4	4	3	1	3	4	2	4	3	4	3	4	2	4	1	3	3	4	2		
103628	2023Q2	3	4	4	3	3	3	2	4	4	4	2	3	3	1	2	3	4	4	4		
103630	2023Q2	4	3	4	3	2	2	3	1	4	2	3	4	4	1	4	3	3	4	4		
103631	2023Q2	4	4	3	4	4	2	3	2	4	4	2	1	3	2	2	3	4	4	3		
103632	2023Q2	4	1	1	4	4	1	2	2	3	1	4	3	2	1	1	3	1	4	2		
103634	2023Q2	2	3	2	2	4	3	4	2	4	1	2	2	3	4	4	3	3	2	4		
103637	2023Q2	4	4	3	2	4	1	2	2	2	3	3	4	4	2	4	1	4	3	4		
103638	2023Q2	3	2	2	3	4	4	4	2	4	1	3	4	2	3	3	3	1	3	4		
103640	2023Q2	5	4	2	4	4	3	3	4	2	1	2	4	4	4	1	5	2	2	2		
103643	2023Q2	4	3	4	4	4	3	2	3	2	2	4	4	1	3	4	4	2	4	2		
103645	2023Q2	4	4	3	4	1	3	4	1	3	2	2	3	2	2	2	4	2	2	3		
103646	2023Q2	3	2	1	3	3	1	1	3	3	3	4	3	3	4	4	4	4	2	4		
103647	2023Q2	3	2	4	2	1	3	1	3	4	2	2	4	4	2	3	4	4	3	4		
103650	2023Q2	2	3	4	4	2	4	2	4	3	2	2	3	2	4	4	2	3	4	4		
103655	2023Q2	4	3	4	2	3	1	3	4	3	3	1	1	2	2	5	4	4	3	4		
103656	2023Q2	3	4	2	2	4	2	1	4	3	2	3	2	4	4	4	4	2	4	3		
103660	2023Q2	4	2	4	3	2	4	1	4	1	1	4	3	4	4	2	4	4	1	2		
103665	2023Q2	4	2	3	2	3	3	3	4	4	2	4	1	2	2	4	2	3	2	4		
103666	2023Q2	4	1	4	3	4	4	2	2	3	3	3	3	2	4	3	2	2	2	1		
103667	2023Q2	3	2	2	3	2	4	2	2	1	3	2	4	1	3	3	3	4	2	4		
103669	2023Q2	2	3	4	4	4	4	4	2	4	2	3	2	2	1	4	4	4	1	4		
103670	2023Q2	4	4	2	4	2	4	3	2	4	3	3	2	3	4	2	3	4	4	3		
103671	2023Q2	4	3	4	3	3	3	4	3	2	1	4	4	3	4	4	3	4	4	3		
103674	2023Q2	4	2	4	2	4	2	3	5	4	3	1	3	4	2	4	4	3	4	1		
103675	2023Q2	4	4	3	3	1	3	4	4	4	3	3	2	4	4	4	4	2	2	2		
103676	2023Q2	4	3	2	3	3	2	2	3	2	1	3	1	3	2	2	3	2	4	2		
103677	2023Q2	3	4	3	4	2	3	4	3	2	3	4	3	3	2	4	4	4	3	2		
103680	2023Q2	2	4	4	1	3	1	5	2	2	4	2	3	2	3	4	4	3	4	3		
103682	2023Q2	1	4	3	4	4	1	1	4	4	2	3	3	2	4	3	4	2	2	4		
103683	2023Q2	2	4	4	3	3	4	2	3	2	4	4	3	1	3	2	2	4	2	4		
103686	2023Q2	1	3	4	4	2	2	4	2	2	2	2	2	2	3	2	4	2	1	2		
103687	2023Q2	3	4	3	3	3	1	4	4	3	3	4	3	1	3	1	1	3	3	2		
103689	2023Q2	4	3	2	4	1	3	4	3	4	3	4	4	4	3	2	4	2	2	3		
103690	2023Q2	4	3	4	3	3	4	2	4	1	4	4	4	4	3	4	4	3	4	3		
103693	2023Q2	2	2	4	2	3	3	2	4	1	2	4	2	2	4	2	5	3	3	4		
103699	2023Q2	4	4	3	4	3	2	2	3	3	3	4	3	4	4	3	3	2	4	4		
103703	2023Q2	4	3	3	2	4	2	3	3	4	4	3	4	2	3	2	3	4	4	3		
103704	2023Q2	4	3	3	3	4	2	3	4	4	4	3	5	4	3	3	3	2	2	2		
103707	2023Q2	4	4	4	3	3	2	3	3	4	3	2	1	1	2	1	2	4	2	2		
103708	2023Q2	4	4	3	3	2	2	3	3	2	2	3	4	4	3	2	3	4	1	2		
103711	2023Q2	4	4	2	4	4	2	3	2	4	3	3	3	1	1	2	3	3	4	2		
103712	2023Q2	2	2	3	2	3	3	4	1	3	1	2	4	3	3	4	3	2	4	3		
103713	2023Q2	3	3	4	3	4	2	4	3	2	3	2	3	2	4	4	4	4	2	1		
103715	2023Q2	4	2	4	4	1	4	2	2	4	4	2	3	4	2	2	3	1	4	3		
103716	2023Q2	2	2	4	4	4	3	4	4	5	2	1	3	4	4	4	2	3	2	2		
103717	2023Q2	3	3	2	4	3	2	4	4	2	1	4	3	4	4	4	4	2	2	3		
103718	2023Q2	3	4	2	2	4	4	2	4	3	4	3	1	1	2	3	3	4	4	4		
103719	2023Q2	4	2	3	2	3	3	2	4	4	4	3	2	4	3	3	4	3	3	4		
103720	2023Q2	3	2	1	4	4	3	3	3	2	1	2	3	4	1	3	1	3	4	4		
103721	2023Q2	4	1	2	4	4	2	3	2	3	3	4	4	4	2	2	3	1	2	1		
103722	2023Q2	4	4	3	2	2	3	4	1	3	2	2	2	4	2	2	2	3	1	2		
103723	2023Q2	4	4	4	2	2	4	3	2	4	3	4	1	4	4	4	4	1	4	1		
103725	2023Q2	1	3	2	3	1	4	3	4	2	3	3	3	1	2	3	4	1	3	4		
103726	2023Q2	3	4	4	4	2	3	4	3	4	4	4	2	1	1	3	1	4	4	2		
103727	2023Q2	3	2	3	4	3	5	2	4	2	3	1	2	3	3	4	3	4	1	4		
103728	2023Q2	4	4	4	4	3	1	1	4	2	2	2	3	4	4	4	2	3	4	2		
103730	2023Q2	3	1	4	2	4	1	4	3	1	4	4	3	4	4	1	4	3	2	3		
103732	2023Q2	1	3	3	1	2	2	2	1	3	4	1	3	4	3	3	1	2	4	4		
103733	2023Q2	3	3	2	2	4	3	3	2	2	1	4	2	4	4	1	4	2	2	4		
103734	2023Q2	3	4	2	3	4	3	1	4	2	2	4	2	4	1	3	4	3	3	3		
103739	2023Q2	1	3	4	4	2	3	2	3	2	1	3	4	2	4	3	2	2	2	2		
103740	2023Q2	4	4	3	4	4	2	2	4	1	4	4	3	3	4	3	4	4	4	2		
103741	2023Q2	2	3	3	3	3	1	2	2	3	2	3	2	1	4	4	2	4	4	4		
103743	2023Q2	3	2	4	2	3	1	1	2	2	3	2	4	4	3	4	1	3	3	4		
103744	2023Q2	4	3	3	4	3	3	4	2	4	1	3	3	2	4	2	2	3	2	3		
103746	2023Q2	4	3	4	3	1	4	1	4	2	4	1	4	4	3	2	4	3	4	3		
103747	2023Q2	4	4	2	2	2	4	2	2	1	4	2	4	4	1	4	1	3	4	4		
103748	2023Q2	4	1	4	2	3	3	3	3	4	1	1	2	3	4	3	3	3	4	4		
103750	2023Q2	3	4	4	4	4	2	5	4	2	4	2	2	4	4	2	3	4	2	4		
103752	2023Q2	3	3	3	2	3	5	4	3	4	4	4	4	4	2	3	2	3	4	4		
103753	2023Q2	4	3	1	2	3	2	4	3	2	2	3	4	4	2	4	1	3	2	4		
103756	2023Q2	4	3	3	3	3	2	2	4	1	3	3	3	4	4	1	3	4	4	3		
103757	2023Q2	3	3	3	3	4	3	4	3	3	4	4	4	3	4	3	3	1	4	2		
103758	2023Q2	2	2	4	4	2	4	4	2	2	4	4	3	3	3	3	4	4	2	3		
103761	2023Q2	2	3	4	3	4	4	4	3	1	2	1	3	1	3	2	2	2	3	4		
103762	2023Q2	4	4	2	3	1	2	3	3	3	2	4	1	2	2	3	2	3	2	1		
103763	2023Q2	4	4	3	4	2	4	3	4	4	4	3	2	3	3	2	2	3	2	4		
103765	2023Q2	2	2	3	4	3	4	3	3	2	1	3	2	3	3	4	3	4	4	3		
103767	2023Q2	1	4	3	1	2	4	3	4	3	3	5	4	4	4	2	3	2	2	3		
103768	2023Q2	3	3	2	2	3	1	3	4	3	2	3	2	3	1	3	3	3	4	2		
103769	2023Q2	4	4	2	4	3	1	4	4	3	3	3	2	4	3	4	2	3	3	3		
103770	2023Q2	2	2	4	4	2	4	3	2	3	2	4	3	4	2	4	3	3	2	2		
103771	2023Q2	4	4	2	2	4	3	4	4	3	3	3	4	3	2	4	3	4	4	3		
103777	2023Q2	3	2	1	3	4	4	2	2	4	3	3	3	4	3	3	4	4	4	2		
